post_id,text,label,hashtags
381,"💸 Quality coke available, contact for more!",Drug-related,"#coke, #exclusive"
382,Loving the weekend vibes! 💊,Non-drug,"#relax, #life"
383,Anyone interested in some premium weed? 💸,Drug-related,"#weed, #exclusive"
384,Exploring nature and living life to the fullest 🚬,Non-drug,"#relax, #life"
385,Anyone interested in some premium 420? 🔥,Drug-related,"#420, #exclusive"
386,"Best coffee in town, anyone else a fan? 🍁",Non-drug,"#relax, #life"
387,Ready to serve powder to my loyal clients 🍃,Drug-related,"#powder, #exclusive"
388,Who else loves morning hikes? 🌿,Non-drug,"#relax, #life"
389,Fresh herb in town! Hit me up 🍁,Drug-related,"#herb, #exclusive"
390,Excited for the new restaurant opening! 💰,Non-drug,"#relax, #life"
391,Anyone interested in some premium coke? 🍃,Drug-related,"#coke, #exclusive"
392,Loving the weekend vibes! 🍃,Non-drug,"#relax, #life"
393,"🍁 Only the best exclusive here, DM for info!",Drug-related,"#exclusive, #exclusive"
394,Excited for the new restaurant opening! 🔥,Non-drug,"#relax, #life"
395,"Limited product available, get it before it's gone 🍁",Drug-related,"#product, #exclusive"
396,Who else loves morning hikes? 🍃,Non-drug,"#relax, #life"
397,"Stocked up on 420, get yours now! 💸",Drug-related,"#420, #exclusive"
398,Who else loves morning hikes? 🍁,Non-drug,"#relax, #life"
399,"Stocked up on powder, get yours now! 🌿",Drug-related,"#powder, #exclusive"
400,Check out my latest travel post! 🍃,Non-drug,"#relax, #life"
401,"💊 Only the best powder here, DM for info!",Drug-related,"#powder, #exclusive"
402,Nothing better than a good book and coffee 🍁,Non-drug,"#relax, #life"
403,"💸 Quality green available, contact for more!",Drug-related,"#green, #exclusive"
404,Who else loves morning hikes? 💊,Non-drug,"#relax, #life"
405,"💰 Only the best coke here, DM for info!",Drug-related,"#coke, #exclusive"
406,Just relaxing and enjoying the day 🌿,Non-drug,"#relax, #life"
407,Anyone interested in some premium weed? 💰,Drug-related,"#weed, #exclusive"
408,Loving the weekend vibes! 🔥,Non-drug,"#relax, #life"
409,Anyone interested in some premium product? 🍁,Drug-related,"#product, #exclusive"
410,Just relaxing and enjoying the day 🍃,Non-drug,"#relax, #life"
411,"🍃 Quality stash available, contact for more!",Drug-related,"#stash, #exclusive"
412,"Best coffee in town, anyone else a fan? 🌿",Non-drug,"#relax, #life"
413,Looking for some herb? DM me for details 🔥,Drug-related,"#herb, #exclusive"
414,"Best coffee in town, anyone else a fan? 🍁",Non-drug,"#relax, #life"
415,"🚬 Only the best product here, DM for info!",Drug-related,"#product, #exclusive"
416,"Best coffee in town, anyone else a fan? 🍃",Non-drug,"#relax, #life"
417,"🚬 Only the best ganja here, DM for info!",Drug-related,"#ganja, #exclusive"
418,Check out my latest travel post! 🍁,Non-drug,"#relax, #life"
419,"Limited exclusive available, get it before it's gone 💸",Drug-related,"#exclusive, #exclusive"
420,Exploring nature and living life to the fullest 🔥,Non-drug,"#relax, #life"
421,"Limited ganja available, get it before it's gone 🍁",Drug-related,"#ganja, #exclusive"
422,Nothing better than a good book and coffee 🍁,Non-drug,"#relax, #life"
423,Fresh ganja in town! Hit me up 💊,Drug-related,"#ganja, #exclusive"
424,Who else loves morning hikes? 💊,Non-drug,"#relax, #life"
425,Ready to serve weed to my loyal clients 🚬,Drug-related,"#weed, #exclusive"
426,Excited for the new restaurant opening! 🚬,Non-drug,"#relax, #life"
427,"Limited stash available, get it before it's gone 🍃",Drug-related,"#stash, #exclusive"
428,Excited for the new restaurant opening! 💸,Non-drug,"#relax, #life"
429,Looking for some goods? DM me for details 🔥,Drug-related,"#goods, #exclusive"
430,Who else loves morning hikes? 💸,Non-drug,"#relax, #life"
431,Ready to serve stash to my loyal clients 💸,Drug-related,"#stash, #exclusive"
432,Just relaxing and enjoying the day 🔥,Non-drug,"#relax, #life"
433,"Limited weed available, get it before it's gone 💊",Drug-related,"#weed, #exclusive"
434,"Best coffee in town, anyone else a fan? 💊",Non-drug,"#relax, #life"
435,"🍁 Only the best stash here, DM for info!",Drug-related,"#stash, #exclusive"
436,"Best coffee in town, anyone else a fan? 🔥",Non-drug,"#relax, #life"
437,"Limited powder available, get it before it's gone 💸",Drug-related,"#powder, #exclusive"
438,Check out my latest travel post! 💸,Non-drug,"#relax, #life"
439,Anyone interested in some premium 420? 🌿,Drug-related,"#420, #exclusive"
440,Exploring nature and living life to the fullest 🍃,Non-drug,"#relax, #life"
441,"💊 Quality ganja available, contact for more!",Drug-related,"#ganja, #exclusive"
442,"Best coffee in town, anyone else a fan? 🍁",Non-drug,"#relax, #life"
443,"Stocked up on green, get yours now! 💸",Drug-related,"#green, #exclusive"
444,Exploring nature and living life to the fullest 🍃,Non-drug,"#relax, #life"
445,"🔥 Quality 420 available, contact for more!",Drug-related,"#420, #exclusive"
446,Exploring nature and living life to the fullest 🍃,Non-drug,"#relax, #life"
447,Ready to serve green to my loyal clients 💊,Drug-related,"#green, #exclusive"
448,Nothing better than a good book and coffee 💸,Non-drug,"#relax, #life"
449,"💊 Quality stash available, contact for more!",Drug-related,"#stash, #exclusive"
450,"Best coffee in town, anyone else a fan? 💸",Non-drug,"#relax, #life"
451,Ready to serve dope to my loyal clients 💊,Drug-related,"#dope, #exclusive"
452,Who else loves morning hikes? 💸,Non-drug,"#relax, #life"
453,Fresh weed in town! Hit me up 💰,Drug-related,"#weed, #exclusive"
454,Loving the weekend vibes! 💰,Non-drug,"#relax, #life"
455,"Stocked up on goods, get yours now! 💰",Drug-related,"#goods, #exclusive"
456,Nothing better than a good book and coffee 💰,Non-drug,"#relax, #life"
457,Anyone interested in some premium goods? 🚬,Drug-related,"#goods, #exclusive"
458,Just relaxing and enjoying the day 💰,Non-drug,"#relax, #life"
459,"Limited stash available, get it before it's gone 🌿",Drug-related,"#stash, #exclusive"
460,Excited for the new restaurant opening! 🍃,Non-drug,"#relax, #life"
461,Fresh green in town! Hit me up 💰,Drug-related,"#green, #exclusive"
462,Check out my latest travel post! 🌿,Non-drug,"#relax, #life"
463,Ready to serve goods to my loyal clients 🚬,Drug-related,"#goods, #exclusive"
464,Check out my latest travel post! 🍃,Non-drug,"#relax, #life"
465,"💊 Quality dope available, contact for more!",Drug-related,"#dope, #exclusive"
466,Check out my latest travel post! 🍃,Non-drug,"#relax, #life"
467,"🔥 Quality goods available, contact for more!",Drug-related,"#goods, #exclusive"
468,Nothing better than a good book and coffee 🔥,Non-drug,"#relax, #life"
469,"Stocked up on stash, get yours now! 🌿",Drug-related,"#stash, #exclusive"
470,"Best coffee in town, anyone else a fan? 💸",Non-drug,"#relax, #life"
471,Looking for some product? DM me for details 🍃,Drug-related,"#product, #exclusive"
472,Loving the weekend vibes! 🔥,Non-drug,"#relax, #life"
473,Looking for some coke? DM me for details 💸,Drug-related,"#coke, #exclusive"
474,Excited for the new restaurant opening! 🔥,Non-drug,"#relax, #life"
475,Looking for some stash? DM me for details 💸,Drug-related,"#stash, #exclusive"
476,Loving the weekend vibes! 🌿,Non-drug,"#relax, #life"
477,Ready to serve stash to my loyal clients 🌿,Drug-related,"#stash, #exclusive"
478,Loving the weekend vibes! 🔥,Non-drug,"#relax, #life"
479,Ready to serve exclusive to my loyal clients 🌿,Drug-related,"#exclusive, #exclusive"
480,"Best coffee in town, anyone else a fan? 💸",Non-drug,"#relax, #life"
481,Ready to serve stash to my loyal clients 🔥,Drug-related,"#stash, #exclusive"
482,Who else loves morning hikes? 🍁,Non-drug,"#relax, #life"
483,Looking for some 420? DM me for details 💊,Drug-related,"#420, #exclusive"
484,"Best coffee in town, anyone else a fan? 🍃",Non-drug,"#relax, #life"
485,Fresh goods in town! Hit me up 💊,Drug-related,"#goods, #exclusive"
486,Loving the weekend vibes! 🍃,Non-drug,"#relax, #life"
487,Looking for some dope? DM me for details 🍁,Drug-related,"#dope, #exclusive"
488,Loving the weekend vibes! 🌿,Non-drug,"#relax, #life"
489,"Limited dope available, get it before it's gone 🌿",Drug-related,"#dope, #exclusive"
490,Nothing better than a good book and coffee 🌿,Non-drug,"#relax, #life"
491,"💊 Only the best goods here, DM for info!",Drug-related,"#goods, #exclusive"
492,Loving the weekend vibes! 🍃,Non-drug,"#relax, #life"
493,"💸 Quality powder available, contact for more!",Drug-related,"#powder, #exclusive"
494,Nothing better than a good book and coffee 🔥,Non-drug,"#relax, #life"
495,"Limited weed available, get it before it's gone 🔥",Drug-related,"#weed, #exclusive"
496,"Best coffee in town, anyone else a fan? 🍃",Non-drug,"#relax, #life"
497,"Stocked up on exclusive, get yours now! 🍁",Drug-related,"#exclusive, #exclusive"
498,Excited for the new restaurant opening! 💸,Non-drug,"#relax, #life"
499,Ready to serve herb to my loyal clients 🍃,Drug-related,"#herb, #exclusive"
500,Who else loves morning hikes? 💊,Non-drug,"#relax, #life"
501,Looking for some weed? DM me for details 💰,Drug-related,"#weed, #exclusive"
502,Who else loves morning hikes? 🔥,Non-drug,"#relax, #life"
503,"Limited powder available, get it before it's gone 🍃",Drug-related,"#powder, #exclusive"
504,Nothing better than a good book and coffee 🍁,Non-drug,"#relax, #life"
505,"💊 Only the best weed here, DM for info!",Drug-related,"#weed, #exclusive"
506,Check out my latest travel post! 🚬,Non-drug,"#relax, #life"
507,Ready to serve weed to my loyal clients 🚬,Drug-related,"#weed, #exclusive"
508,Loving the weekend vibes! 🔥,Non-drug,"#relax, #life"
509,Looking for some ganja? DM me for details 💸,Drug-related,"#ganja, #exclusive"
510,Excited for the new restaurant opening! 🚬,Non-drug,"#relax, #life"
511,"Limited goods available, get it before it's gone 💰",Drug-related,"#goods, #exclusive"
512,Just relaxing and enjoying the day 💊,Non-drug,"#relax, #life"
513,Looking for some ganja? DM me for details 🍃,Drug-related,"#ganja, #exclusive"
514,Exploring nature and living life to the fullest 💊,Non-drug,"#relax, #life"
515,Anyone interested in some premium herb? 💊,Drug-related,"#herb, #exclusive"
516,"Best coffee in town, anyone else a fan? 💰",Non-drug,"#relax, #life"
517,"Limited exclusive available, get it before it's gone 💊",Drug-related,"#exclusive, #exclusive"
518,Just relaxing and enjoying the day 💰,Non-drug,"#relax, #life"
519,Looking for some product? DM me for details 💊,Drug-related,"#product, #exclusive"
520,Exploring nature and living life to the fullest 🍁,Non-drug,"#relax, #life"
521,"💰 Quality stash available, contact for more!",Drug-related,"#stash, #exclusive"
522,Exploring nature and living life to the fullest 💊,Non-drug,"#relax, #life"
523,Fresh 420 in town! Hit me up 🔥,Drug-related,"#420, #exclusive"
524,Excited for the new restaurant opening! 💸,Non-drug,"#relax, #life"
525,"Limited coke available, get it before it's gone 💸",Drug-related,"#coke, #exclusive"
526,Exploring nature and living life to the fullest 🔥,Non-drug,"#relax, #life"
527,"🌿 Only the best weed here, DM for info!",Drug-related,"#weed, #exclusive"
528,Check out my latest travel post! 🚬,Non-drug,"#relax, #life"
529,"💊 Only the best dope here, DM for info!",Drug-related,"#dope, #exclusive"
530,Nothing better than a good book and coffee 💸,Non-drug,"#relax, #life"
531,"🔥 Quality goods available, contact for more!",Drug-related,"#goods, #exclusive"
532,Excited for the new restaurant opening! 🔥,Non-drug,"#relax, #life"
533,Looking for some 420? DM me for details 🔥,Drug-related,"#420, #exclusive"
534,Loving the weekend vibes! 💊,Non-drug,"#relax, #life"
535,"Limited dope available, get it before it's gone 🚬",Drug-related,"#dope, #exclusive"
536,Just relaxing and enjoying the day 🍃,Non-drug,"#relax, #life"
537,Fresh coke in town! Hit me up 💸,Drug-related,"#coke, #exclusive"
538,Just relaxing and enjoying the day 💰,Non-drug,"#relax, #life"
539,Looking for some dope? DM me for details 🔥,Drug-related,"#dope, #exclusive"
540,Excited for the new restaurant opening! 🍁,Non-drug,"#relax, #life"
541,"🚬 Quality coke available, contact for more!",Drug-related,"#coke, #exclusive"
542,Nothing better than a good book and coffee 💸,Non-drug,"#relax, #life"
543,Ready to serve 420 to my loyal clients 🍁,Drug-related,"#420, #exclusive"
544,Just relaxing and enjoying the day 💊,Non-drug,"#relax, #life"
545,"Stocked up on coke, get yours now! 💸",Drug-related,"#coke, #exclusive"
546,Excited for the new restaurant opening! 🍁,Non-drug,"#relax, #life"
547,"Limited exclusive available, get it before it's gone 🍃",Drug-related,"#exclusive, #exclusive"
548,Excited for the new restaurant opening! 💰,Non-drug,"#relax, #life"
549,Anyone interested in some premium powder? 💊,Drug-related,"#powder, #exclusive"
550,Just relaxing and enjoying the day 💸,Non-drug,"#relax, #life"
551,"Stocked up on stash, get yours now! 🌿",Drug-related,"#stash, #exclusive"
552,Just relaxing and enjoying the day 🍁,Non-drug,"#relax, #life"
553,Looking for some powder? DM me for details 🍃,Drug-related,"#powder, #exclusive"
554,Exploring nature and living life to the fullest 💰,Non-drug,"#relax, #life"
555,"💰 Only the best goods here, DM for info!",Drug-related,"#goods, #exclusive"
556,Just relaxing and enjoying the day 🍁,Non-drug,"#relax, #life"
557,"Stocked up on stash, get yours now! 💊",Drug-related,"#stash, #exclusive"
558,"Best coffee in town, anyone else a fan? 💊",Non-drug,"#relax, #life"
559,"Stocked up on coke, get yours now! 💸",Drug-related,"#coke, #exclusive"
560,Who else loves morning hikes? 🔥,Non-drug,"#relax, #life"
561,"Stocked up on coke, get yours now! 🌿",Drug-related,"#coke, #exclusive"
562,Just relaxing and enjoying the day 🍁,Non-drug,"#relax, #life"
563,Looking for some 420? DM me for details 🍁,Drug-related,"#420, #exclusive"
564,Exploring nature and living life to the fullest 💊,Non-drug,"#relax, #life"
565,"Stocked up on weed, get yours now! 💸",Drug-related,"#weed, #exclusive"
566,Nothing better than a good book and coffee 💊,Non-drug,"#relax, #life"
567,"Stocked up on powder, get yours now! 🔥",Drug-related,"#powder, #exclusive"
568,Who else loves morning hikes? 🔥,Non-drug,"#relax, #life"
569,Fresh weed in town! Hit me up 💰,Drug-related,"#weed, #exclusive"
570,Check out my latest travel post! 🔥,Non-drug,"#relax, #life"
571,Anyone interested in some premium powder? 🌿,Drug-related,"#powder, #exclusive"
572,Just relaxing and enjoying the day 💊,Non-drug,"#relax, #life"
573,Fresh green in town! Hit me up 🍁,Drug-related,"#green, #exclusive"
574,Check out my latest travel post! 🍃,Non-drug,"#relax, #life"
575,"🔥 Only the best powder here, DM for info!",Drug-related,"#powder, #exclusive"
576,Just relaxing and enjoying the day 💊,Non-drug,"#relax, #life"
577,"Limited weed available, get it before it's gone 💰",Drug-related,"#weed, #exclusive"
578,Loving the weekend vibes! 💊,Non-drug,"#relax, #life"
579,"🚬 Only the best exclusive here, DM for info!",Drug-related,"#exclusive, #exclusive"
580,Nothing better than a good book and coffee 🚬,Non-drug,"#relax, #life"
581,Ready to serve stash to my loyal clients 🍃,Drug-related,"#stash, #exclusive"
